"Front","Back"
"(domani) tu SEGUIRE","(tu) seguirai"
"(perfetto) voi SEGUIRE","(voi) avete seguito"
"(perchè ieri) io SEGUIRE","(io) ero seguito"
"che io SEGUIRE","(che io) segua"
"che tu SEGUIRE","(che tu) segua"
"(perfetto) che io SEGUIRE","(che io) abbia seguito"
"(perfetto) che loro SEGUIRE","(che loro) siano seguite"
"se (presente) io SEGUIRE","se (io) seguirei"
"se (presente) voi SEGUIRE","se (voi) seguireste"
"se (passato) tu SEGUIRE","se (tu) saresti seguito"
"(...ndo) ...  SEGUIRE","(... ) seguendo"
"(passato ...ndo) SEGUIRE","(essendo) seguita"
"(aggetivo) ...  SEGUIRE","(... ) seguente"
"(per favore) ...  SEGUIRE","(... ) segui"
"(adesso) io SENTIRSI","(io) mi sento"
"(adesso) tu SENTIRSI","(tu) ti senti"
"(adesso) lui SENTIRSI","(lui) si sente"
"(adesso) noi SENTIRSI","(noi) ci sentiamo"
"(adesso) voi SENTIRSI","(voi) vi sentite"
"(adesso) loro SENTIRSI","(loro) si sentono"
"(ieri) voi SENTIRSI","(voi) vi sentivate"
"(molto tempo fa) io SENTIRSI","(io) mi sentii"
"(molto tempo fa) loro SENTIRSI","(loro) si sentirono"
"(domani) loro SENTIRSI","(loro) si sentiranno"
"(perfetto) noi SENTIRSI","(noi) ci siamo sentiti"
"(perchè ieri) loro SENTIRSI","(loro) si erano sentiti"
"che io SENTIRSI","(che io) mi senta"
"che tu SENTIRSI","(che tu) ti senta"
"(perfetto) che io SENTIRSI","(che io) mi sia sentito"
"(perfetto) che voi SENTIRSI","(che voi) vi siate sentiti"
"se (presente) io SENTIRSI","se (io) mi sentirei"
"se (presente) voi SENTIRSI","se (voi) vi sentireste"
"se (passato) voi SENTIRSI","se (voi) vi sareste sentiti"
"(...ndo) ...  SENTIRSI","(... ) sentendosi"
"(passato ...ndo) SENTIRSI","(essendosi) sentito"
"(aggetivo) ...  SENTIRSI","(... ) senzientesi"
"(per favore) ...  SENTIRSI","(... ) sentiti"
"(adesso) io SPEDIRE","(io) spedisco"
"(adesso) tu SPEDIRE","(tu) spedisci"
"(adesso) lui SPEDIRE","(lui) spedisce"
"(adesso) noi SPEDIRE","(noi) spediamo"
"(adesso) voi SPEDIRE","(voi) spedite"
"(adesso) loro SPEDIRE","(loro) spediscono"
"(ieri) noi SPEDIRE","(noi) spedivamo"
"(molto tempo fa) io SPEDIRE","(io) spedii"
"(molto tempo fa) voi SPEDIRE","(voi) spediste"
"(domani) loro SPEDIRE","(loro) spediranno"
"(perfetto) loro SPEDIRE","(loro) hanno spedito"
"(perchè ieri) noi SPEDIRE","(noi) avevamo spedito"
"che io SPEDIRE","(che io) spedisca"
"che loro SPEDIRE","(che loro) spediscano"
"(perfetto) che io SPEDIRE","(che io) abbia spedito"
"(perfetto) che loro SPEDIRE","(che loro) abbiano spedito"
"se (presente) io SPEDIRE","se (io) spedirei"
"se (presente) lui SPEDIRE","se (lui) spedirebbe"
"se (passato) voi SPEDIRE","se (voi) avreste spedito"
"(...ndo) ...  SPEDIRE","(... ) spedendo"
"(passato ...ndo) SPEDIRE","(avendo) spedito"
"(aggetivo) ...  SPEDIRE","(... ) spedente"
"(per favore) ...  SPEDIRE","(... ) spedisci"
"(adesso) io SPEGNERE","(io) spengo"
"(adesso) tu SPEGNERE","(tu) spegni"
"(adesso) lei SPEGNERE","(lei) spegne"
"(adesso) noi SPEGNERE","(noi) spegniamo"
"(adesso) voi SPEGNERE","(voi) spegnete"
"(adesso) loro SPEGNERE","(loro) spengono"
"(ieri) voi SPEGNERE","(voi) spegnevate"
"(molto tempo fa) io SPEGNERE","(io) spensi"
"(molto tempo fa) tu SPEGNERE","(tu) spegnesti"
"(domani) tu SPEGNERE","(tu) spegnerai"
"(perfetto) voi SPEGNERE","(voi) avete spento"
"(perchè ieri) loro SPEGNERE","(loro) avevano spento"
"che io SPEGNERE","(che io) spenga"
"che voi SPEGNERE","(che voi) spegniate"
"(perfetto) che io SPEGNERE","(che io) abbia spento"
"(perfetto) lui SPEGNERE","(lui) abbia spento"
"se (presente) io SPEGNERE","se (io) spegnerei"
"se (presente) voi SPEGNERE","se (voi) spegnereste"
"se (passato) voi SPEGNERE","se (voi) avreste spento"
"(...ndo) ...  SPEGNERE","(... ) spegnendo"
"(passato ...ndo) SPEGNERE","(avendo) spento"
"(aggetivo) ...  SPEGNERE","(... ) spegnente"
"(per favore) ...  SPEGNERE","(... ) spegni"
"(adesso) io SPOGLIARSI","(io) mi spoglio"
"(adesso) tu SPOGLIARSI","(tu) ti spogli"
"(adesso) lei SPOGLIARSI","(lei) si spoglia"
"(adesso) noi SPOGLIARSI","(noi) ci spogliamo"
"(adesso) voi SPOGLIARSI","(voi) vi spogliate"
"(adesso) loro SPOGLIARSI","(loro) si spogliano"
"(ieri) loro SPOGLIARSI","(loro) si spogliavano"
"(molto tempo fa) io SPOGLIARSI","(io) mi spogliai"
"(molto tempo fa) noi SPOGLIARSI","(noi) ci spogliammo"
"(domani) io SPOGLIARSI","(io) mi spoglierò"
"(perfetto) voi SPOGLIARSI","(voi) vi siete spogliati"
"(perchè ieri) lei SPOGLIARSI","(lei) si era spogliata"
"che io SPOGLIARSI","(che io) mi spogli"
"che voi SPOGLIARSI","(che voi) vi spogliate"
"(perfetto) che io SPOGLIARSI","(che io) mi sia spogliato"
"(perfetto) che voi SPOGLIARSI","(che voi) vi siate spogliati"
"se (presente) io SPOGLIARSI","se (io) mi spoglierei"
"se (presente) tu SPOGLIARSI","se (tu) ti spoglieresti"
"se (passato) loro SPOGLIARSI","se (loro) si sarebbero spogliati"
"(...ndo) ...  SPOGLIARSI","(... ) spogliandosi"
"(passato ...ndo) SPOGLIARSI","(essendosi) spogliato"
"(aggetivo) ...  SPOGLIARSI","(... ) spogliantesi"
"(per favore) ...  SPOGLIARSI","(... ) spogliati"
"(adesso) io STARE","(io) sto"
"(adesso) tu STARE","(tu) stai"
"(adesso) lei STARE","(lei) sta"
"(adesso) noi STARE","(noi) stiamo"
"(adesso) voi STARE","(voi) state"
"(adesso) loro STARE","(loro) stanno"
"(ieri) noi STARE","(noi) stavamo"
"(molto tempo fa) io STARE","(io) stetti"
"(molto tempo fa) tu STARE","(tu) stesti"
"(domani) io STARE","(io) starò"
"(perfetto) loro STARE","(loro) sono state"
"(perchè ieri) tu STARE","(tu) eri stato"
"che io STARE","(che io) stia"
"che noi STARE","(che noi) stiamo"
"(perfetto) che io STARE","(che io) sia stato"
"(perfetto) che lei STARE","(che lei) sia stata"
"se (presente) io STARE","se (io) starei"
"se (presente) tu STARE","se (tu) staresti"
"se (passato) lui STARE","se (lui) sarebbe stato"
"(...ndo) ...  STARE","(... ) stando"
"(passato ...ndo) STARE","(essendo) stati"
"(aggetivo) ...  STARE","(... ) stante"
"(per favore) ...  STARE","(... ) sta'/ai"
"(adesso) io STUDIARE","(io) studio"
"(adesso) tu STUDIARE","(tu) studi"
"(adesso) lei STUDIARE","(lei) studia"
"(adesso) noi STUDIARE","(noi) studiamo"
"(adesso) voi STUDIARE","(voi) studiate"
"(adesso) loro STUDIARE","(loro) studiano"
"(ieri) io STUDIARE","(io) studiavo"
"(molto tempo fa) io STUDIARE","(io) studiai"
"(molto tempo fa) lui STUDIARE","(lui) studiò"
"(domani) tu STUDIARE","(tu) studierai"
"(perfetto) loro STUDIARE","(loro) hanno studiato"
"(perchè ieri) io STUDIARE","(io) avevo studiato"
"che io STUDIARE","(che io) studi"
"che voi STUDIARE","(che voi) studiate"
"(perfetto) che io STUDIARE","(che io) abbia studiato"
"(perfetto) che lei STUDIARE","(che lei) abbia studiato"
"se (presente) io STUDIARE","se (io) studierei"
"se (presente) voi STUDIARE","se (voi) studiereste"
"se (passato) tu STUDIARE","se (tu) avresti studiato"
"(...ndo) ...  STUDIARE","(... ) studiando"
"(passato ...ndo) STUDIARE","(avendo) studiato"
"(aggetivo) ...  STUDIARE","(... ) studiante"
"(per favore) ...  STUDIARE","(... ) studia"
"(adesso) io SVEGLIARSI","(io) mi sveglio"
"(adesso) tu SVEGLIARSI","(tu) ti svegli"
"(adesso) lei SVEGLIARSI","(lei) si sveglia"
"(adesso) noi SVEGLIARSI","(noi) ci svegliamo"
"(adesso) voi SVEGLIARSI","(voi) vi svegliate"
"(adesso) loro SVEGLIARSI","(loro) si svegliano"
"(ieri) loro SVEGLIARSI","(loro) si svegliavano"
"(molto tempo fa) io SVEGLIARSI","(io) mi svegliai"
"(molto tempo fa) noi SVEGLIARSI","(noi) ci svegliammo"
"(domani) tu SVEGLIARSI","(tu) ti sveglierai"
"(perfetto) loro SVEGLIARSI","(loro) si sono svegliate"
"(perchè ieri) voi SVEGLIARSI","(voi) vi eravate svegliati"
"che io SVEGLIARSI","(che io) mi svegli"
"che loro SVEGLIARSI","(che loro) si sveglino"
"(perfetto) che io SVEGLIARSI","(che io) mi sia svegliato"
"(perfetto) che lei SVEGLIARSI","(che lei) si sia svegliata"
"se (presente) io SVEGLIARSI","se (io) mi sveglierei"
"se (presente) lui SVEGLIARSI","se (lui) si sveglierebbe"
"se (passato) lei SVEGLIARSI","se (lei) si sarebbe svegliata"
"(...ndo) ...  SVEGLIARSI","(... ) svegliandosi"
"(passato ...ndo) SVEGLIARSI","(essendosi) svegliato"
"(aggetivo) ...  SVEGLIARSI","(... ) svegliantesi"
"(per favore) ...  SVEGLIARSI","(... ) svegliati"
"(adesso) io TACERE","(io) taccio"
"(adesso) tu TACERE","(tu) taci"
"(adesso) lei TACERE","(lei) tace"
"(adesso) noi TACERE","(noi) tacciamo"
"(adesso) voi TACERE","(voi) tacete"
"(adesso) loro TACERE","(loro) tacciono"
"(ieri) lei TACERE","(lei) taceva"
"(molto tempo fa) io TACERE","(io) tacqui"
"(molto tempo fa) lei TACERE","(lei) tacque"
"(domani) tu TACERE","(tu) tacerai"
"(perfetto) loro TACERE","(loro) hanno taciuto"
"(perchè ieri) io TACERE","(io) avevo taciuto"
"che io TACERE","(che io) taccia"
"che lei TACERE","(che lei) taccia"
"(perfetto) che io TACERE","(che io) abbia taciuto"
"(perfetto) lui TACERE","(lui) abbia taciuto"
"se (presente) io TACERE","se (io) tacerei"
"se (presente) loro TACERE","se (loro) tacerebbero"
"se (passato) loro TACERE","se (loro) avrebbero taciuto"
"(...ndo) ...  TACERE","(... ) tacendo"
"(passato ...ndo) TACERE","(avendo) taciuto"
"(aggetivo) ...  TACERE","(... ) tacente"
"(per favore) ...  TACERE","(... ) taci"
"(adesso) io TEMERE","(io) temo"
"(adesso) tu TEMERE","(tu) temi"
"(adesso) lui TEMERE","(lui) teme"
"(adesso) noi TEMERE","(noi) temiamo"
"(adesso) voi TEMERE","(voi) temete"
"(adesso) loro TEMERE","(loro) temono"
"(ieri) tu TEMERE","(tu) temevi"
"(molto tempo fa) io TEMERE","(io) temetti/ei"
"(molto tempo fa) tu TEMERE","(tu) temesti"
"(domani) lui TEMERE","(lui) temerà"
"(perfetto) loro TEMERE","(loro) hanno temuto"
"(perchè ieri) noi TEMERE","(noi) avevamo temuto"
"che io TEMERE","(che io) tema"
"che voi TEMERE","(che voi) temiate"
"(perfetto) che io TEMERE","(che io) abbia temuto"
"(perfetto) lui TEMERE","(lui) abbia temuto"
"se (presente) io TEMERE","se (io) temerei"
"se (presente) lei TEMERE","se (lei) temerebbe"
"se (passato) noi TEMERE","se (noi) avremmo temuto"
"(...ndo) ...  TEMERE","(... ) temendo"
"(passato ...ndo) TEMERE","(avendo) temuto"
"(aggetivo) ...  TEMERE","(... ) temente"
"(per favore) ...  TEMERE","(... ) temi"
"(adesso) io TENERE","(io) tengo"
"(adesso) tu TENERE","(tu) tieni"
"(adesso) lui TENERE","(lui) tiene"
"(adesso) noi TENERE","(noi) teniamo"
"(adesso) voi TENERE","(voi) tenete"
"(adesso) loro TENERE","(loro) tengono"
"(ieri) noi TENERE","(noi) tenevamo"
"(molto tempo fa) io TENERE","(io) tenni"
"(molto tempo fa) loro TENERE","(loro) tennero"
"(domani) lui TENERE","(lui) terrà"
"(perfetto) voi TENERE","(voi) avete tenuto"
"(perchè ieri) voi TENERE","(voi) avevate tenuto"
"che io TENERE","(che io) tenga"
"che loro TENERE","(che loro) tengano"
"(perfetto) che io TENERE","(che io) abbia tenuto"
"(perfetto) che loro TENERE","(che loro) abbiano tenuto"
"se (presente) io TENERE","se (io) terrei"
"se (presente) voi TENERE","se (voi) terreste"
"se (passato) tu TENERE","se (tu) avresti tenuto"
"(...ndo) ...  TENERE","(... ) tenendo"
"(passato ...ndo) TENERE","(avendo) tenuto"
"(aggetivo) ...  TENERE","(... ) tenente"
"(per favore) ...  TENERE","(... ) tieni"
"(adesso) io TORNARE","(io) torno"
"(adesso) tu TORNARE","(tu) torni"
"(adesso) lui TORNARE","(lui) torna"
"(adesso) noi TORNARE","(noi) torniamo"
"(adesso) voi TORNARE","(voi) tornate"
"(adesso) loro TORNARE","(loro) tornano"
"(ieri) tu TORNARE","(tu) tornavi"
"(molto tempo fa) io TORNARE","(io) tornai"
"(molto tempo fa) loro TORNARE","(loro) tornarono"
"(domani) loro TORNARE","(loro) torneranno"
"(perfetto) tu TORNARE","(tu) sei tornato"
"(perchè ieri) lei TORNARE","(lei) era tornata"
"che io TORNARE","(che io) torni"
"che voi TORNARE","(che voi) torniate"
"(perfetto) che io TORNARE","(che io) sia tornato"
"(perfetto) che tu TORNARE","(che tu) sia tornato"
"se (presente) io TORNARE","se (io) tornerei"
"se (presente) voi TORNARE","se (voi) tornereste"
"se (passato) tu TORNARE","se (tu) saresti tornato"
"(...ndo) ...  TORNARE","(... ) tornando"
"(passato ...ndo) TORNARE","(essendo) tornato"
"(aggetivo) ...  TORNARE","(... ) tornante"
"(per favore) ...  TORNARE","(... ) torna"
"(adesso) io TROVARE","(io) trovo"
"(adesso) tu TROVARE","(tu) trovi"
"(adesso) lei TROVARE","(lei) trova"
"(adesso) noi TROVARE","(noi) troviamo"
"(adesso) voi TROVARE","(voi) trovate"
"(adesso) loro TROVARE","(loro) trovano"
"(ieri) io TROVARE","(io) trovavo"
"(molto tempo fa) io TROVARE","(io) trovai"
"(molto tempo fa) tu TROVARE","(tu) trovasti"
"(domani) lei TROVARE","(lei) troverà"
"(perfetto) voi TROVARE","(voi) avete trovato"
"(perchè ieri) noi TROVARE","(noi) avevamo trovato"
"che io TROVARE","(che io) trovi"
"che voi TROVARE","(che voi) troviate"
"(perfetto) che io TROVARE","(che io) abbia trovato"
"(perfetto) che lei TROVARE","(che lei) abbia trovato"
"se (presente) io TROVARE","se (io) troverei"
"se (presente) noi TROVARE","se (noi) troveremmo"
"se (passato) noi TROVARE","se (noi) avremmo trovato"
"(...ndo) ...  TROVARE","(... ) trovando"
"(passato ...ndo) TROVARE","(avendo) trovato"
"(aggetivo) ...  TROVARE","(... ) trovante"
"(per favore) ...  TROVARE","(... ) trova"
"(adesso) io USCIRE","(io) esco"
"(adesso) tu USCIRE","(tu) esci"
"(adesso) lei USCIRE","(lei) esce"
"(adesso) noi USCIRE","(noi) usciamo"
"(adesso) voi USCIRE","(voi) uscite"
"(adesso) loro USCIRE","(loro) escono"
"(ieri) loro USCIRE","(loro) uscivano"
"(molto tempo fa) io USCIRE","(io) uscii"
"(molto tempo fa) tu USCIRE","(tu) uscisti"
"(domani) tu USCIRE","(tu) uscirai"
"(perfetto) loro USCIRE","(loro) sono uscite"
"(perchè ieri) loro USCIRE","(loro) erano usciti"
"che io USCIRE","(che io) esca"
"che tu USCIRE","(che tu) esca"
"(perfetto) che io USCIRE","(che io) sia uscito"
"(perfetto) che lei USCIRE","(che lei) sia uscita"
"se (presente) io USCIRE","se (io) uscirei"
"se (presente) noi USCIRE","se (noi) usciremmo"
"se (passato) noi USCIRE","se (noi) saremmo usciti"
"(...ndo) ...  USCIRE","(... ) uscendo"
"(passato ...ndo) USCIRE","(essendo) usciti"
"(aggetivo) ...  USCIRE","(... ) uscente"
"(per favore) ...  USCIRE","(... ) esci"
"(adesso) io VEDERE","(io) vedo/eggo"
"(adesso) tu VEDERE","(tu) vedi"
"(adesso) lui VEDERE","(lui) vede"
"(adesso) noi VEDERE","(noi) vediamo"
"(adesso) voi VEDERE","(voi) vedete"
"(adesso) loro VEDERE","(loro) vedono/eggono"
"(ieri) tu VEDERE","(tu) vedevi"
"(molto tempo fa) io VEDERE","(io) vidi"
"(molto tempo fa) lei VEDERE","(lei) vide"
"(domani) voi VEDERE","(voi) vedrete"
"(perfetto) tu VEDERE","(tu) hai visto/eduto"
"(perchè ieri) tu VEDERE","(tu) avevi visto/eduto"
"che io VEDERE","(che io) veda/egga"
"che tu VEDERE","(che tu) veda/egga"
"(perfetto) che io VEDERE","(che io) abbia visto/eduto"
"(perfetto) che voi VEDERE","(che voi) abbiate visto/eduto"
"se (presente) io VEDERE","se (io) vedrei"
"se (presente) noi VEDERE","se (noi) vedremmo"
"se (passato) noi VEDERE","se (noi) avremmo visto/eduto"
"(...ndo) ...  VEDERE","(... ) vedendo"
"(passato ...ndo) VEDERE","(avendo) visto/eduto"
"(aggetivo) ...  VEDERE","(... ) vedente"
"(per favore) ...  VEDERE","(... ) vedi/egga"
"(adesso) io VENDERE","(io) vendo"
"(adesso) tu VENDERE","(tu) vendi"
"(adesso) lui VENDERE","(lui) vende"
"(adesso) noi VENDERE","(noi) vendiamo"
"(adesso) voi VENDERE","(voi) vendete"
"(adesso) loro VENDERE","(loro) vendono"
"(ieri) voi VENDERE","(voi) vendevate"
"(molto tempo fa) io VENDERE","(io) vendetti"
"(molto tempo fa) tu VENDERE","(tu) vendesti"
"(domani) noi VENDERE","(noi) venderemo"
"(perfetto) noi VENDERE","(noi) abbiamo venduto"
"(perchè ieri) loro VENDERE","(loro) avevano venduto"
"che io VENDERE","(che io) venda"
"che loro VENDERE","(che loro) vendano"
"(perfetto) che io VENDERE","(che io) abbia venduto"
"(perfetto) che voi VENDERE","(che voi) abbiate venduto"
"se (presente) io VENDERE","se (io) venderei"
"se (presente) tu VENDERE","se (tu) venderesti"
"se (passato) io VENDERE","se (io) avrei venduto"
"(...ndo) ...  VENDERE","(... ) vendendo"
"(passato ...ndo) VENDERE","(avendo) venduto"
"(aggetivo) ...  VENDERE","(... ) vendente"
"(per favore) ...  VENDERE","(... ) vendi"
"(adesso) io VENIRE","(io) vengo"
"(adesso) tu VENIRE","(tu) vieni"
"(adesso) lei VENIRE","(lei) viene"
"(adesso) noi VENIRE","(noi) veniamo"
"(adesso) voi VENIRE","(voi) venite"
"(adesso) loro VENIRE","(loro) vengono"
"(ieri) io VENIRE","(io) venivo"
"(molto tempo fa) io VENIRE","(io) venni"
"(molto tempo fa) voi VENIRE","(voi) veniste"
"(domani) io VENIRE","(io) verrò"
"(perfetto) tu VENIRE","(tu) sei venuto"
"(perchè ieri) loro VENIRE","(loro) erano venute"
"che io VENIRE","(che io) venga"
"lui VENIRE","(lui) venga"
"(perfetto) che io VENIRE","(che io) sia venuto"
"(perfetto) che lei VENIRE","(che lei) sia venuta"
"se (presente) io VENIRE","se (io) verrei"
"se (presente) voi VENIRE","se (voi) verreste"
"se (passato) lui VENIRE","se (lui) sarebbe venuto"
"(...ndo) ...  VENIRE","(... ) venendo"
"(passato ...ndo) VENIRE","(essendo) venuto"
"(aggetivo) ...  VENIRE","(... ) venente"
"(per favore) ...  VENIRE","(... ) vieni"
"(adesso) io VESTIRSI","(io) mi vesto"
"(adesso) tu VESTIRSI","(tu) ti vesti"
"(adesso) lei VESTIRSI","(lei) si veste"
"(adesso) noi VESTIRSI","(noi) ci vestiamo"
"(adesso) voi VESTIRSI","(voi) vi vestite"
"(adesso) loro VESTIRSI","(loro) si vestono"
"(ieri) lui VESTIRSI","(lui) si vestiva"
"(molto tempo fa) io VESTIRSI","(io) mi vestii"
"(molto tempo fa) lui VESTIRSI","(lui) si vestì"
"(domani) io VESTIRSI","(io) mi vestirò"
"(perfetto) loro VESTIRSI","(loro) si sono vestite"
"(perchè ieri) lui VESTIRSI","(lui) si era vestito"
"che io VESTIRSI","(che io) mi vesta"
"che voi VESTIRSI","(che voi) vi vestiate"
"(perfetto) che io VESTIRSI","(che io) mi sia vestito"
"(perfetto) che loro VESTIRSI","(che loro) si siano vestite"
"se (presente) io VESTIRSI","se (io) mi vestirei"
"se (presente) tu VESTIRSI","se (tu) ti vestiresti"
"se (passato) voi VESTIRSI","se (voi) vi sareste vestiti"
"(...ndo) ...  VESTIRSI","(... ) vestendosi"
"(passato ...ndo) VESTIRSI","(essendosi) vestito"
"(aggetivo) ...  VESTIRSI","(... ) vestentesi"
"(per favore) ...  VESTIRSI","(... ) vestiti"
"(adesso) io VIAGGIARE","(io) viaggio"
"(adesso) tu VIAGGIARE","(tu) viaggi"
"(adesso) lui VIAGGIARE","(lui) viaggia"
"(adesso) noi VIAGGIARE","(noi) viaggiamo"
"(adesso) voi VIAGGIARE","(voi) viaggiate"
"(adesso) loro VIAGGIARE","(loro) viaggiano"
"(ieri) loro VIAGGIARE","(loro) viaggiavano"
"(molto tempo fa) io VIAGGIARE","(io) viaggiai"
"(molto tempo fa) lei VIAGGIARE","(lei) viaggiò"
"(domani) io VIAGGIARE","(io) viaggerò"
"(perfetto) loro VIAGGIARE","(loro) hanno viaggiato"
"(perchè ieri) loro VIAGGIARE","(loro) avevano viaggiato"
"che io VIAGGIARE","(che io) viaggi"
"che voi VIAGGIARE","(che voi) viaggiate"
"(perfetto) che io VIAGGIARE","(che io) abbia viaggiato"
"(perfetto) che tu VIAGGIARE","(che tu) abbia viaggiato"
"se (presente) io VIAGGIARE","se (io) viaggerei"
"se (presente) loro VIAGGIARE","se (loro) viaggerebbero"
"se (passato) loro VIAGGIARE","se (loro) avrebbero viaggiato"
"(...ndo) ...  VIAGGIARE","(... ) viaggiando"
"(passato ...ndo) VIAGGIARE","(avendo) viaggiato"
"(aggetivo) ...  VIAGGIARE","(... ) viaggiante"
"(per favore) ...  VIAGGIARE","(... ) viaggia"
"(adesso) io VINCERE","(io) vinco"
"(adesso) tu VINCERE","(tu) vinci"
"(adesso) lui VINCERE","(lui) vince"
"(adesso) noi VINCERE","(noi) vinciamo"
"(adesso) voi VINCERE","(voi) vincete"
"(adesso) loro VINCERE","(loro) vincono"
"(ieri) voi VINCERE","(voi) vincevate"
"(molto tempo fa) io VINCERE","(io) vinsi"
"(molto tempo fa) lui VINCERE","(lui) vinse"
"(domani) noi VINCERE","(noi) vinceremo"
"(perfetto) loro VINCERE","(loro) hanno vinto"
"(perchè ieri) loro VINCERE","(loro) avevano vinto"
"che io VINCERE","(che io) vinca"
"che noi VINCERE","(che noi) vinciamo"
"(perfetto) che io VINCERE","(che io) abbia vinto"
"(perfetto) che noi VINCERE","(che noi) abbiamo vinto"
"se (presente) io VINCERE","se (io) vincerei"
"se (presente) noi VINCERE","se (noi) vinceremmo"
"se (passato) lei VINCERE","se (lei) avrebbe vinto"
"(...ndo) ...  VINCERE","(... ) vincendo"
"(passato ...ndo) VINCERE","(avendo) vinto"
"(aggetivo) ...  VINCERE","(... ) vincente"
"(per favore) ...  VINCERE","(... ) vinci"
"(adesso) io VIVERE","(io) vivo"
"(adesso) tu VIVERE","(tu) vivi"
"(adesso) lui VIVERE","(lui) vive"
"(adesso) noi VIVERE","(noi) viviamo"
"(adesso) voi VIVERE","(voi) vivete"
"(adesso) loro VIVERE","(loro) vivono"
"(ieri) io VIVERE","(io) vivevo"
"(molto tempo fa) io VIVERE","(io) vissi"
"(molto tempo fa) loro VIVERE","(loro) vissero"
"(domani) lei VIVERE","(lei) vivrà"
"(perfetto) io VIVERE","(io) sono vissuto"
"(perchè ieri) loro VIVERE","(loro) avevano vissuto"
"che io VIVERE","(che io) viva"
"che voi VIVERE","(che voi) viviate"
"(perfetto) che io VIVERE","(che io) abbia vissuto"
"(perfetto) che loro VIVERE","(che loro) abbiano vissuto"
"se (presente) io VIVERE","se (io) vivrei"
"se (presente) tu VIVERE","se (tu) vivresti"
"se (passato) loro VIVERE","se (loro) sarebbero vissuti"
"(...ndo) ...  VIVERE","(... ) vivendo"
"(passato ...ndo) VIVERE","(essendo) vissuta"
"(aggetivo) ...  VIVERE","(... ) vivente"
"(per favore) ...  VIVERE","(... ) vivi"
"(adesso) io VOLERE","(io) voglio"
"(adesso) tu VOLERE","(tu) vuoi"
"(adesso) lei VOLERE","(lei) vuole"
"(adesso) noi VOLERE","(noi) vogliamo"
"(adesso) voi VOLERE","(voi) volete"
"(adesso) loro VOLERE","(loro) vogliono"
"(ieri) voi VOLERE","(voi) volevate"
"(molto tempo fa) io VOLERE","(io) volli"
"(molto tempo fa) loro VOLERE","(loro) vollero"
"(domani) io VOLERE","(io) vorrò"
"(perfetto) voi VOLERE","(voi) avete voluto"
"(perchè ieri) io VOLERE","(io) avevo voluto"
"che io VOLERE","(che io) voglia"
"che tu VOLERE","(che tu) voglia"
"(perfetto) che io VOLERE","(che io) abbia voluto"
"(perfetto) che noi VOLERE","(che noi) abbiamo voluto"
"se (presente) io VOLERE","se (io) vorrei"
"se (presente) lui VOLERE","se (lui) vorrebbe"
"se (passato) noi VOLERE","se (noi) avremmo voluto"
"(...ndo) ...  VOLERE","(... ) volendo"
"(passato ...ndo) VOLERE","(avendo) voluto"
"(aggetivo) ...  VOLERE","(... ) volente"
"(per favore) ...  VOLERE","(... ) vogli"
