"Position","Verb","Form","Front","Back"
"3","avere","Congiuntivo Passato","lei ha -> (che) Perfettoal","che lei abbia avuto"
"3","avere","Congiuntivo Passato","noi abbiamo -> (che) Perfettoal","che noi abbiamo avuto"
"3","avere","Congiuntivo Passato","voi avete -> (che) Perfettoal","che voi abbiate avuto"
"3","avere","Congiuntivo Passato","loro(m) hanno -> (che) Perfettoal","che loro(m) abbiano avuto"
"3","avere","Congiuntivo Passato","loro(f) hanno -> (che) Perfettoal","che loro(f) abbiano avuto"
"3","avere","Congiuntivo Trapassato","io ho -> (che) Trapassato","che io avessi avuto"
"3","avere","Congiuntivo Trapassato","tu hai -> (che) Trapassato","che tu avessi avuto"
"3","avere","Congiuntivo Trapassato","lui ha -> (che) Trapassato","che lui avesse avuto"
"3","avere","Congiuntivo Trapassato","lei ha -> (che) Trapassato","che lei avesse avuto"
"3","avere","Congiuntivo Trapassato","noi abbiamo -> (che) Trapassato","che noi avessimo avuto"
"3","avere","Congiuntivo Trapassato","voi avete -> (che) Trapassato","che voi aveste avuto"
"3","avere","Congiuntivo Trapassato","loro(m) hanno -> (che) Trapassato","che loro(m) avessero avuto"
"3","avere","Congiuntivo Trapassato","loro(f) hanno -> (che) Trapassato","che loro(f) avessero avuto"
"3","avere","Congiuntivo Imperfetto","io ho -> (che) Imperfetto","che io avessi"
"3","avere","Congiuntivo Imperfetto","tu hai -> (che) Imperfetto","che tu avessi"
"3","avere","Congiuntivo Imperfetto","lui ha -> (che) Imperfetto","che lui avesse"
"3","avere","Congiuntivo Imperfetto","lei ha -> (che) Imperfetto","che lei avesse"
"3","avere","Congiuntivo Imperfetto","noi abbiamo -> (che) Imperfetto","che noi avessimo"
"3","avere","Congiuntivo Imperfetto","voi avete -> (che) Imperfetto","che voi aveste"
"3","avere","Congiuntivo Imperfetto","loro(m) hanno -> (che) Imperfetto","che loro(m) avessero"
"3","avere","Congiuntivo Imperfetto","loro(f) hanno -> (che) Imperfetto","che loro(f) avessero"
"3","avere","Condizionale Presente","io ho -> (se) Presente","io avrei"
"3","avere","Condizionale Presente","tu hai -> (se) Presente","tu avresti"
"3","avere","Condizionale Presente","lui ha -> (se) Presente","lui avrebbe"
"3","avere","Condizionale Presente","lei ha -> (se) Presente","lei avrebbe"
"3","avere","Condizionale Presente","noi abbiamo -> (se) Presente","noi avremmo"
"3","avere","Condizionale Presente","voi avete -> (se) Presente","voi avreste"
"3","avere","Condizionale Presente","loro(m) hanno -> (se) Presente","loro(m) avrebbero"
"3","avere","Condizionale Presente","loro(f) hanno -> (se) Presente","loro(f) avrebbero"
"3","avere","Condizionale Passato","io ho -> (se) Passato","io avrei avuto"
"3","avere","Condizionale Passato","tu hai -> (se) Passato","tu avresti avuto"
"3","avere","Condizionale Passato","lui ha -> (se) Passato","lui avrebbe avuto"
"3","avere","Condizionale Passato","lei ha -> (se) Passato","lei avrebbe avuto"
"3","avere","Condizionale Passato","noi abbiamo -> (se) Passato","noi avremmo avuto"
"3","avere","Condizionale Passato","voi avete -> (se) Passato","voi avreste avuto"
"3","avere","Condizionale Passato","loro(m) hanno -> (se) Passato","loro(m) avrebbero avuto"
"3","avere","Condizionale Passato","loro(f) hanno -> (se) Passato","loro(f) avrebbero avuto"
"4","bere","Imperfetto","io bevo -> Imperfetto","io bevevo"
"4","bere","Imperfetto","tu bevi -> Imperfetto","tu bevevi"
"4","bere","Imperfetto","lui beve -> Imperfetto","lui beveva"
"4","bere","Imperfetto","lei beve -> Imperfetto","lei beveva"
"4","bere","Imperfetto","noi beviamo -> Imperfetto","noi bevevamo"
"4","bere","Imperfetto","voi bevete -> Imperfetto","voi bevevate"
"4","bere","Imperfetto","loro(m) bevono -> Imperfetto","loro(m) bevevano"
"4","bere","Imperfetto","loro(f) bevono -> Imperfetto","loro(f) bevevano"
"4","bere","Passato remoto","io bevo -> Passato Remoto","io bevvi/vetti"
"4","bere","Passato remoto","tu bevi -> Passato Remoto","tu bevesti"
"4","bere","Passato remoto","lui beve -> Passato Remoto","lui bevve/vette"
"4","bere","Passato remoto","lei beve -> Passato Remoto","lei bevve/vette"
"4","bere","Passato remoto","noi beviamo -> Passato Remoto","noi bevemmo"
"4","bere","Passato remoto","voi bevete -> Passato Remoto","voi beveste"
"4","bere","Passato remoto","loro(m) bevono -> Passato Remoto","loro(m) bevvero/vettero"
"4","bere","Passato remoto","loro(f) bevono -> Passato Remoto","loro(f) bevvero/vettero"
"4","bere","Futuro semplice","io bevo -> Futuro","io berrò"
"4","bere","Futuro semplice","tu bevi -> Futuro","tu berrai"
"4","bere","Futuro semplice","lui beve -> Futuro","lui berrà"
"4","bere","Futuro semplice","lei beve -> Futuro","lei berrà"
"4","bere","Futuro semplice","noi beviamo -> Futuro","noi berremo"
"4","bere","Futuro semplice","voi bevete -> Futuro","voi berrete"
"4","bere","Futuro semplice","loro(m) bevono -> Futuro","loro(m) berranno"
"4","bere","Futuro semplice","loro(f) bevono -> Futuro","loro(f) berranno"
"4","bere","Passato prossimo","io bevo -> Perfetto","io ho bevuto"
"4","bere","Passato prossimo","tu bevi -> Perfetto","tu hai bevuto"
"4","bere","Passato prossimo","lui beve -> Perfetto","lui ha bevuto"
"4","bere","Passato prossimo","lei beve -> Perfetto","lei ha bevuto"
"4","bere","Passato prossimo","noi beviamo -> Perfetto","noi abbiamo bevuto"
"4","bere","Passato prossimo","voi bevete -> Perfetto","voi avete bevuto"
"4","bere","Passato prossimo","loro(m) bevono -> Perfetto","loro(m) hanno bevuto"
"4","bere","Passato prossimo","loro(f) bevono -> Perfetto","loro(f) hanno bevuto"
"4","bere","Trapassato prossimo","io bevo -> Trapassato Prossimo","io avevo bevuto"
"4","bere","Trapassato prossimo","tu bevi -> Trapassato Prossimo","tu avevi bevuto"
"4","bere","Trapassato prossimo","lui beve -> Trapassato Prossimo","lui aveva bevuto"
"4","bere","Trapassato prossimo","lei beve -> Trapassato Prossimo","lei aveva bevuto"
"4","bere","Trapassato prossimo","noi beviamo -> Trapassato Prossimo","noi avevamo bevuto"
"4","bere","Trapassato prossimo","voi bevete -> Trapassato Prossimo","voi avevate bevuto"
"4","bere","Trapassato prossimo","loro(m) bevono -> Trapassato Prossimo","loro(m) avevano bevuto"
"4","bere","Trapassato prossimo","loro(f) bevono -> Trapassato Prossimo","loro(f) avevano bevuto"
"4","bere","Futuro anteriore","io bevo -> Futuro Anteriore","io avrò bevuto"
"4","bere","Futuro anteriore","tu bevi -> Futuro Anteriore","tu avrai bevuto"
"4","bere","Futuro anteriore","lui beve -> Futuro Anteriore","lui avrà bevuto"
"4","bere","Futuro anteriore","lei beve -> Futuro Anteriore","lei avrà bevuto"
"4","bere","Futuro anteriore","noi beviamo -> Futuro Anteriore","noi avremo bevuto"
"4","bere","Futuro anteriore","voi bevete -> Futuro Anteriore","voi avrete bevuto"
"4","bere","Futuro anteriore","loro(m) bevono -> Futuro Anteriore","loro(m) avranno bevuto"
"4","bere","Futuro anteriore","loro(f) bevono -> Futuro Anteriore","loro(f) avranno bevuto"
"4","bere","Congiuntivo Presente","io bevo -> (che) Presente","che io beva"
"4","bere","Congiuntivo Presente","tu bevi -> (che) Presente","che tu beva"
"4","bere","Congiuntivo Presente","lui beve -> (che) Presente","che lui beva"
"4","bere","Congiuntivo Presente","lei beve -> (che) Presente","che lei beva"
"4","bere","Congiuntivo Presente","noi beviamo -> (che) Presente","che noi beviamo"
"4","bere","Congiuntivo Presente","voi bevete -> (che) Presente","che voi beviate"
"4","bere","Congiuntivo Presente","loro(m) bevono -> (che) Presente","che loro(m) bevano"
"4","bere","Congiuntivo Presente","loro(f) bevono -> (che) Presente","che loro(f) bevano"
"4","bere","Congiuntivo Passato","io bevo -> (che) Perfettoal","che io abbia bevuto"
"4","bere","Congiuntivo Passato","tu bevi -> (che) Perfettoal","che tu abbia bevuto"
"4","bere","Congiuntivo Passato","lui beve -> (che) Perfettoal","che lui abbia bevuto"
"4","bere","Congiuntivo Passato","lei beve -> (che) Perfettoal","che lei abbia bevuto"
"4","bere","Congiuntivo Passato","noi beviamo -> (che) Perfettoal","che noi abbiamo bevuto"
"4","bere","Congiuntivo Passato","voi bevete -> (che) Perfettoal","che voi abbiate bevuto"
"4","bere","Congiuntivo Passato","loro(m) bevono -> (che) Perfettoal","che loro(m) abbiano bevuto"
"4","bere","Congiuntivo Passato","loro(f) bevono -> (che) Perfettoal","che loro(f) abbiano bevuto"
"4","bere","Congiuntivo Trapassato","io bevo -> (che) Trapassato","che io avessi bevuto"
"4","bere","Congiuntivo Trapassato","tu bevi -> (che) Trapassato","che tu avessi bevuto"
"4","bere","Congiuntivo Trapassato","lui beve -> (che) Trapassato","che lui avesse bevuto"
"4","bere","Congiuntivo Trapassato","lei beve -> (che) Trapassato","che lei avesse bevuto"
"4","bere","Congiuntivo Trapassato","noi beviamo -> (che) Trapassato","che noi avessimo bevuto"
"4","bere","Congiuntivo Trapassato","voi bevete -> (che) Trapassato","che voi aveste bevuto"
"4","bere","Congiuntivo Trapassato","loro(m) bevono -> (che) Trapassato","che loro(m) avessero bevuto"
"4","bere","Congiuntivo Trapassato","loro(f) bevono -> (che) Trapassato","che loro(f) avessero bevuto"
"4","bere","Congiuntivo Imperfetto","io bevo -> (che) Imperfetto","che io bevessi"
"4","bere","Congiuntivo Imperfetto","tu bevi -> (che) Imperfetto","che tu bevessi"
"4","bere","Congiuntivo Imperfetto","lui beve -> (che) Imperfetto","che lui bevesse"
"4","bere","Congiuntivo Imperfetto","lei beve -> (che) Imperfetto","che lei bevesse"
"4","bere","Congiuntivo Imperfetto","noi beviamo -> (che) Imperfetto","che noi bevessimo"
"4","bere","Congiuntivo Imperfetto","voi bevete -> (che) Imperfetto","che voi beveste"
"4","bere","Congiuntivo Imperfetto","loro(m) bevono -> (che) Imperfetto","che loro(m) bevessero"
"4","bere","Congiuntivo Imperfetto","loro(f) bevono -> (che) Imperfetto","che loro(f) bevessero"
"4","bere","Condizionale Presente","io bevo -> (se) Presente","io berrei"
"4","bere","Condizionale Presente","tu bevi -> (se) Presente","tu berresti"
"4","bere","Condizionale Presente","lui beve -> (se) Presente","lui berrebbe"
"4","bere","Condizionale Presente","lei beve -> (se) Presente","lei berrebbe"
"4","bere","Condizionale Presente","noi beviamo -> (se) Presente","noi berremmo"
"4","bere","Condizionale Presente","voi bevete -> (se) Presente","voi berreste"
"4","bere","Condizionale Presente","loro(m) bevono -> (se) Presente","loro(m) berrebbero"
"4","bere","Condizionale Presente","loro(f) bevono -> (se) Presente","loro(f) berrebbero"
"4","bere","Condizionale Passato","io bevo -> (se) Passato","io avrei bevuto"
"4","bere","Condizionale Passato","tu bevi -> (se) Passato","tu avresti bevuto"
"4","bere","Condizionale Passato","lui beve -> (se) Passato","lui avrebbe bevuto"
"4","bere","Condizionale Passato","lei beve -> (se) Passato","lei avrebbe bevuto"
"4","bere","Condizionale Passato","noi beviamo -> (se) Passato","noi avremmo bevuto"
"4","bere","Condizionale Passato","voi bevete -> (se) Passato","voi avreste bevuto"
"4","bere","Condizionale Passato","loro(m) bevono -> (se) Passato","loro(m) avrebbero bevuto"
"4","bere","Condizionale Passato","loro(f) bevono -> (se) Passato","loro(f) avrebbero bevuto"
"5","capire","Imperfetto","io capisco -> Imperfetto","io capivo"
"5","capire","Imperfetto","tu capisci -> Imperfetto","tu capivi"
"5","capire","Imperfetto","lui capisce -> Imperfetto","lui capiva"
"5","capire","Imperfetto","lei capisce -> Imperfetto","lei capiva"
"5","capire","Imperfetto","noi capiamo -> Imperfetto","noi capivamo"
"5","capire","Imperfetto","voi capite -> Imperfetto","voi capivate"
"5","capire","Imperfetto","loro(m) capiscono -> Imperfetto","loro(m) capivano"
"5","capire","Imperfetto","loro(f) capiscono -> Imperfetto","loro(f) capivano"
"5","capire","Passato remoto","io capisco -> Passato Remoto","io capii"
"5","capire","Passato remoto","tu capisci -> Passato Remoto","tu capisti"
"5","capire","Passato remoto","lui capisce -> Passato Remoto","lui capì"
"5","capire","Passato remoto","lei capisce -> Passato Remoto","lei capì"
"5","capire","Passato remoto","noi capiamo -> Passato Remoto","noi capimmo"
"5","capire","Passato remoto","voi capite -> Passato Remoto","voi capiste"
"5","capire","Passato remoto","loro(m) capiscono -> Passato Remoto","loro(m) capirono"
"5","capire","Passato remoto","loro(f) capiscono -> Passato Remoto","loro(f) capirono"
"5","capire","Futuro semplice","io capisco -> Futuro","io capirò"
"5","capire","Futuro semplice","tu capisci -> Futuro","tu capirai"
"5","capire","Futuro semplice","lui capisce -> Futuro","lui capirà"
"5","capire","Futuro semplice","lei capisce -> Futuro","lei capirà"
"5","capire","Futuro semplice","noi capiamo -> Futuro","noi capiremo"
"5","capire","Futuro semplice","voi capite -> Futuro","voi capirete"
"5","capire","Futuro semplice","loro(m) capiscono -> Futuro","loro(m) capiranno"
"5","capire","Futuro semplice","loro(f) capiscono -> Futuro","loro(f) capiranno"
"5","capire","Passato prossimo","io capisco -> Perfetto","io ho capito"
"5","capire","Passato prossimo","tu capisci -> Perfetto","tu hai capito"
"5","capire","Passato prossimo","lui capisce -> Perfetto","lui ha capito"
"5","capire","Passato prossimo","lei capisce -> Perfetto","lei ha capito"
"5","capire","Passato prossimo","noi capiamo -> Perfetto","noi abbiamo capito"
"5","capire","Passato prossimo","voi capite -> Perfetto","voi avete capito"
"5","capire","Passato prossimo","loro(m) capiscono -> Perfetto","loro(m) hanno capito"
"5","capire","Passato prossimo","loro(f) capiscono -> Perfetto","loro(f) hanno capito"
"5","capire","Trapassato prossimo","io capisco -> Trapassato Prossimo","io avevo capito"
"5","capire","Trapassato prossimo","tu capisci -> Trapassato Prossimo","tu avevi capito"
"5","capire","Trapassato prossimo","lui capisce -> Trapassato Prossimo","lui aveva capito"
"5","capire","Trapassato prossimo","lei capisce -> Trapassato Prossimo","lei aveva capito"
"5","capire","Trapassato prossimo","noi capiamo -> Trapassato Prossimo","noi avevamo capito"
"5","capire","Trapassato prossimo","voi capite -> Trapassato Prossimo","voi avevate capito"
"5","capire","Trapassato prossimo","loro(m) capiscono -> Trapassato Prossimo","loro(m) avevano capito"
"5","capire","Trapassato prossimo","loro(f) capiscono -> Trapassato Prossimo","loro(f) avevano capito"
"5","capire","Futuro anteriore","io capisco -> Futuro Anteriore","io avrò capito"
"5","capire","Futuro anteriore","tu capisci -> Futuro Anteriore","tu avrai capito"
"5","capire","Futuro anteriore","lui capisce -> Futuro Anteriore","lui avrà capito"
"5","capire","Futuro anteriore","lei capisce -> Futuro Anteriore","lei avrà capito"
"5","capire","Futuro anteriore","noi capiamo -> Futuro Anteriore","noi avremo capito"
"5","capire","Futuro anteriore","voi capite -> Futuro Anteriore","voi avrete capito"
"5","capire","Futuro anteriore","loro(m) capiscono -> Futuro Anteriore","loro(m) avranno capito"
"5","capire","Futuro anteriore","loro(f) capiscono -> Futuro Anteriore","loro(f) avranno capito"
"5","capire","Congiuntivo Presente","io capisco -> (che) Presente","che io capisca"
"5","capire","Congiuntivo Presente","tu capisci -> (che) Presente","che tu capisca"
"5","capire","Congiuntivo Presente","lui capisce -> (che) Presente","che lui capisca"
"5","capire","Congiuntivo Presente","lei capisce -> (che) Presente","che lei capisca"
"5","capire","Congiuntivo Presente","noi capiamo -> (che) Presente","che noi capiamo"
"5","capire","Congiuntivo Presente","voi capite -> (che) Presente","che voi capiate"
"5","capire","Congiuntivo Presente","loro(m) capiscono -> (che) Presente","che loro(m) capiscano"
"5","capire","Congiuntivo Presente","loro(f) capiscono -> (che) Presente","che loro(f) capiscano"
"5","capire","Congiuntivo Passato","io capisco -> (che) Perfettoal","che io abbia capito"
"5","capire","Congiuntivo Passato","tu capisci -> (che) Perfettoal","che tu abbia capito"
"5","capire","Congiuntivo Passato","lui capisce -> (che) Perfettoal","che lui abbia capito"
"5","capire","Congiuntivo Passato","lei capisce -> (che) Perfettoal","che lei abbia capito"
"5","capire","Congiuntivo Passato","noi capiamo -> (che) Perfettoal","che noi abbiamo capito"
"5","capire","Congiuntivo Passato","voi capite -> (che) Perfettoal","che voi abbiate capito"
"5","capire","Congiuntivo Passato","loro(m) capiscono -> (che) Perfettoal","che loro(m) abbiano capito"
"5","capire","Congiuntivo Passato","loro(f) capiscono -> (che) Perfettoal","che loro(f) abbiano capito"
"5","capire","Congiuntivo Trapassato","io capisco -> (che) Trapassato","che io avessi capito"
"5","capire","Congiuntivo Trapassato","tu capisci -> (che) Trapassato","che tu avessi capito"
